Carbon_Source,Suitable,Category,Recommendation,Reasoning,Suggested_Alternative
2-Deoxyadenosine 5-monophosphate,False,simple_metabolite,exclude,"2-Deoxyadenosine 5-monophosphate is a nucleotide, not a typical carbon source for bacteria.",D-Glucose
2-Deoxyadenosine monohydrate,False,simple_metabolite,exclude,"2-Deoxyadenosine monohydrate is a nucleoside, not a typical carbon source for bacterial metabolism.",D-Glucose
2-Piperidinone,False,simple_metabolite,exclude,2-Piperidinone is a defined chemical compound but not a typical carbon source for bacterial metabolism.,Glucose
2-methyl-1-butanol,True,simple_metabolite,use,2-methyl-1-butanol is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
3-Methyl-2-Oxobutanoic Acid,True,simple_metabolite,use,3-Methyl-2-Oxobutanoic Acid is a defined chemical compound that can be represented as a single metabolite in metabolic models and is a known intermediate in amino acid metabolism.,
3-methyl-1-butanol,True,simple_metabolite,use,3-methyl-1-butanol is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
3-methyl-2-oxopentanoic acid,True,simple_metabolite,use,3-methyl-2-oxopentanoic acid is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
3-methyl-3-butenol,False,simple_metabolite,exclude,3-methyl-3-butenol is not a typical carbon source for bacterial metabolism.,Glucose
4-Aminobutyric acid,True,simple_metabolite,use,4-Aminobutyric acid is a defined chemical compound that can be metabolized by certain bacteria and can be represented in metabolic models.,
4-Hydroxybenzoic Acid,True,simple_metabolite,use,4-Hydroxybenzoic Acid is a defined chemical compound that can be metabolized by certain bacteria and can be represented in metabolic models.,
4-Hydroxyvalerate,True,simple_metabolite,use,4-Hydroxyvalerate is a defined chemical compound that can be represented as a single metabolite and is a potential carbon source for bacterial metabolism.,
4-Methyl-2-oxovaleric acid,True,simple_metabolite,use,4-Methyl-2-oxovaleric acid is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
5-Aminovaleric acid,True,simple_metabolite,use,5-Aminovaleric acid is a defined chemical compound that can be represented as a single metabolite and is a potential carbon source for bacteria.,
5-Keto-D-Gluconic Acid potassium salt,True,simple_metabolite,use,5-Keto-D-Gluconic Acid potassium salt is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
6-O-Acetyl-D-glucose,True,simple_metabolite,use,6-O-Acetyl-D-glucose is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Acetylated xylan,False,polymer,use_monomer,Acetylated xylan is a polymer and should be represented by its monomeric units for metabolic modeling.,Xylose
Actilight,False,proprietary,use_alternative,"Actilight is a commercial product and likely a proprietary blend, not a single defined compound. | GPT-5: Actilight is a branded short-chain fructooligosaccharide (scFOS) mixture (DP3–DP5; primarily 1-kestose, nystose, and 1F-fructofuranosylnystose) rather than a single defined compound, and it does not appear in KEGG, ModelSEED, BiGG, or MetaCyc under that name. Bacterial metabolism of scFOS is well documented: GH32 fructofuranosidases (exo-/endo-inulinase, sucrose/invertase) hydrolyze scFOS to sucrose and fructose, which then enter standard sucrose/fructose utilization pathways (e.g., invertase/sucrose phosphorylase, fructokinase, glycolysis or bifid shunt in bifidobacteria). For GEMs, model Actilight via defined components—using 1-kestose (GF2) as a proxy is a practical single-compound choice. (confidence: medium)",1-kestose (GF2)
Adenine hydrochloride hydrate,False,simple_metabolite,exclude,Adenine hydrochloride hydrate is not a typical carbon source for bacterial metabolism.,Glucose
Adenosine,True,simple_metabolite,use,Adenosine is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Agro_defined_trehalose,True,simple_metabolite,use,Trehalose is a defined disaccharide that can be metabolized by bacteria and represented in metabolic models.,
Amylose from potato,False,polymer,use_monomer,"Amylose is a polymer of glucose units and should be represented by its monomer, glucose, in metabolic models.",Glucose
Avantafiber,False,proprietary,use_alternative,"Avantafiber appears to be a proprietary name, not a defined chemical compound. | GPT-5: Avantafiber appears to be a branded ingredient rather than a defined metabolite and is not found in KEGG, MetaCyc, BiGG, or ModelSEED, so it cannot be represented as a single exchange metabolite. Commercial products with similar naming are typically soluble prebiotic fibers (often resistant dextrin/soluble corn fiber or inulin/FOS); for GEMs, a well-defined proxy is dextrin/maltodextrin, which maps to established maltodextrin transport and catabolism reactions. This allows uptake and conversion to glucose units via maltodextrin phosphorylase and glycolysis, capturing general fermentable-fiber metabolism. (confidence: low)",dextrin (maltodextrin)
Azelaic acid,True,simple_metabolite,use,Azelaic acid is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Beta-Lactose,True,simple_metabolite,use,"Beta-Lactose is a defined disaccharide composed of glucose and galactose, and can be metabolized by bacteria.",
Bimuno-prebiotic,False,proprietary,use_alternative,"Bimuno-prebiotic is likely a proprietary blend and not a single defined compound. | GPT-5: Bimuno is a proprietary B-GOS (galactooligosaccharide) mixture (DP ~2–8, multiple β-linked isomers) and is not a single defined compound; it does not appear as a compound entry in KEGG, ModelSEED, BiGG, or MetaCyc. Its bacterial metabolism (transport plus β-galactosidase hydrolysis to galactose/glucose followed by the Leloir/tagatose-6P pathways or the bifid shunt in bifidobacteria) is well documented for B-GOS (e.g., Tzortzis et al., 2005; Vulevic et al., 2015), but in GEMs it cannot be represented as one exchange metabolite. Lactose is the most practical single-compound proxy due to structural similarity and shared catabolic routes. (confidence: high)",lactose
Bioecolians-prebiotic,False,proprietary,use_alternative,"Bioecolians-prebiotic is likely a proprietary blend and not a defined chemical compound. | GPT-5: Bioecolians-prebiotic appears to be a trade-name blend of alpha-glucan oligosaccharides (prebiotic mixture) rather than a single defined metabolite, and it is not listed in KEGG, ModelSEED, BiGG, or MetaCyc. Bacterial utilization of alpha-glucan oligosaccharides proceeds via established maltose/maltodextrin/IMO pathways (GH13 α-glucosidases; MalEFGK/MalPQZ systems), which are represented in biochemical databases by defined compounds such as maltose (KEGG C00073), maltotriose (C05468), and isomaltose (C06445). Therefore, model this carbon source using a defined proxy (e.g., maltose) or a small set of specific oligosaccharides rather than a proprietary mixture. (confidence: medium)",maltose
Butanol,True,simple_metabolite,use,Butanol is a defined chemical compound and can be metabolized by certain bacteria.,
Butyl stearate,False,simple_metabolite,exclude,Butyl stearate is an ester and not a typical carbon source for bacterial metabolism.,Glucose
Carnitine Hydrochloride,False,simple_metabolite,use_alternative,"Carnitine is a defined compound but not a typical carbon source for most bacteria. | GPT-5: Carnitine hydrochloride is a dissociating salt; in GSMs you should model the active species L-carnitine and (optionally) chloride separately. L-carnitine is well-defined in major databases (KEGG C00318; ModelSEED cpd00218; BiGG metabolite crn; MetaCyc: L-CARNITINE) and can be taken up via a single exchange; it is metabolized only by certain bacteria via aerobic CntA/B or carnitine dehydrogenase routes (to TMA + malic semialdehyde) and via the E. coli cai anaerobic pathway to crotonobetaine/γ-butyrobetaine (MetaCyc L-carnitine degradation I/II), so growth as a sole carbon source depends on the organism’s genes/pathways. (confidence: high)",L-carnitine
Chondroitin sulfate A sodium salt from bovine trachea,False,polymer,use_monomer,Chondroitin sulfate A is a polymer and not a typical carbon source for bacteria; consider using its monomer units.,"Glucuronic acid, N-acetylgalactosamine"
Citric Acid,True,simple_metabolite,use,Citric acid is a well-defined chemical compound that can be represented as a single metabolite in metabolic models and is a typical carbon source metabolized by bacteria.,
CravingZGone-prebiotic,False,proprietary,use_alternative,"The name 'CravingZGone-prebiotic' suggests it is a proprietary product, not a defined chemical compound. | GPT-5: CravingZGone-prebiotic appears to be a proprietary product name and is not a defined chemical entity in KEGG, ModelSEED, BiGG, or MetaCyc, so it cannot be added as a single metabolite/exchange in a GSM. Most commercial 'prebiotic' products are primarily inulin-type fructans/FOS or GOS; these are hydrolyzed by gut bacteria to monosaccharides prior to central metabolism (e.g., Bifidobacterium via β-fructofuranosidases for FOS/inulin; Lactobacillus via similar GH32 enzymes), so a tractable proxy is D-fructose as the terminal hydrolysis product of inulin/FOS. This choice is widely supported by literature on bifidogenic metabolism of inulin/FOS and is compatible with standard GSM databases. (confidence: medium)",D-fructose
Cytidine,True,simple_metabolite,use,Cytidine is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Cytosine,False,simple_metabolite,exclude,"Cytosine is a nucleobase, not a typical carbon source for metabolism.",D-Glucose
"D,L-Malic Acid",True,simple_metabolite,use,"D,L-Malic Acid is a defined chemical compound and can be metabolized by bacteria.",
D-(-)-tagatose,True,simple_metabolite,use,D-(-)-Tagatose is a defined simple sugar that can be metabolized by some bacteria and can be represented as a single metabolite in metabolic models.,
D-Alanine,True,simple_metabolite,use,D-Alanine is a defined chemical compound and a simple metabolite that can be metabolized by bacteria.,
D-Arabinose,True,simple_metabolite,use,D-Arabinose is a defined chemical compound and a simple sugar that can be metabolized by some bacteria.,
D-Cellobiose,True,polymer,use_monomer,"D-Cellobiose is a disaccharide composed of two glucose units and can be represented by its monomer, glucose, in metabolic models.",D-Glucose
D-Fructose,True,simple_metabolite,use,D-Fructose is a defined chemical compound and a common carbon source for bacteria.,
D-Galactose,True,simple_metabolite,use,D-Galactose is a defined chemical compound and a typical carbon source that can be metabolized by bacteria.,
D-Galacturonic Acid monohydrate,True,simple_metabolite,use,D-Galacturonic Acid monohydrate is a defined chemical compound and can be metabolized by certain bacteria.,
D-Gluconic Acid sodium salt,True,simple_metabolite,use,D-Gluconic Acid sodium salt is a defined chemical compound that can be represented as a single metabolite and is a known carbon source for bacteria.,
D-Glucosamine Hydrochloride,True,simple_metabolite,use,D-Glucosamine Hydrochloride is a defined chemical compound and can be metabolized by some bacteria.,
D-Glucose,True,simple_metabolite,use,D-Glucose is a well-defined simple sugar and a common carbon source in metabolic models.,
D-Glucose-6-Phosphate sodium salt,True,simple_metabolite,use,D-Glucose-6-Phosphate sodium salt is a defined chemical compound and a common intermediate in bacterial metabolism.,
D-Glucuronic Acid,True,simple_metabolite,use,D-Glucuronic Acid is a defined chemical compound and can be metabolized by certain bacteria.,
D-Leucrose,False,unclear,use_alternative,"D-Leucrose is not a well-known or typical carbon source and requires further investigation to determine its suitability. | GPT-5: Leucrose (α-D-glucosyl-(1→5)-D-fructose) is a rare sucrose isomer; MetaCyc curates leucrose and a leucrose phosphorylase reaction that yields α-D-glucose-1-phosphate and D-fructose, and leucrose is reported to be produced by bacterial glucansucrases (e.g., Leuconostoc). However, it is not present in common GSM compound libraries (BiGG/ModelSEED) and KEGG pathway annotations for general bacteria are sparse; experimental utilization appears limited to specialized taxa, making broad modeling support impractical. For GSM work, use sucrose (KEGG C00095) or an equimolar D-glucose + D-fructose proxy, which are well-annotated and share the same elemental composition. (confidence: medium)",Sucrose
D-Lysine,True,simple_metabolite,use,D-Lysine is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
D-Maltose monohydrate,True,simple_metabolite,use,D-Maltose monohydrate is a defined disaccharide that can be metabolized by bacteria and represented in metabolic models.,
D-Mannitol,True,simple_metabolite,use,D-Mannitol is a defined chemical compound and a known carbon source that can be metabolized by various bacteria.,
D-Mannose,True,simple_metabolite,use,D-Mannose is a defined monosaccharide that can be metabolized by bacteria and represented in metabolic models.,
D-Raffinose pentahydrate,True,simple_metabolite,use,D-Raffinose pentahydrate is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
D-Ribose,True,simple_metabolite,use,D-Ribose is a defined chemical compound and a simple sugar that can be metabolized by bacteria.,
D-Salicin,True,simple_metabolite,use,D-Salicin is a defined chemical compound that can be represented as a single metabolite in metabolic models and can be metabolized by certain bacteria.,
D-Serine,True,simple_metabolite,use,D-Serine is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
D-Sorbitol,True,simple_metabolite,use,D-Sorbitol is a defined chemical compound that can be metabolized by certain bacteria and can be represented as a single metabolite in metabolic models.,
D-Tagatose,True,simple_metabolite,use,D-Tagatose is a defined simple sugar that can be metabolized by certain bacteria and can be represented as a single metabolite in metabolic models.,
D-Trehalose dihydrate,True,simple_metabolite,use,D-Trehalose dihydrate is a defined chemical compound and can be represented as a single metabolite in metabolic models. It is a typical carbon source that some bacteria can metabolize and can be mapped to biochemical databases.,
D-Xylose,True,simple_metabolite,use,D-Xylose is a defined chemical compound and a common carbon source for bacteria.,
Decanoic acid,True,simple_metabolite,use,Decanoic acid is a defined chemical compound and can be metabolized by certain bacteria.,
Deoxyribonucleic acid from herring sperm,False,polymer,use_monomer,Deoxyribonucleic acid is a polymer and not a typical carbon source; consider using its monomers like deoxyribonucleotides.,Deoxyribonucleotide monomers
Disodium Glutarate,True,simple_metabolite,use,Disodium Glutarate is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Dodecandioic acid,True,simple_metabolite,use,Dodecandioic acid is a defined chemical compound that can be represented as a single metabolite and is metabolizable by some bacteria.,
Ethanol,True,simple_metabolite,use,Ethanol is a defined chemical compound and a common carbon source for bacterial metabolism.,
Ferulic Acid,True,simple_metabolite,use,Ferulic acid is a defined chemical compound and can be metabolized by certain bacteria.,
Fibersol-2-AG-fiber,False,proprietary,use_alternative,"Fibersol-2-AG-fiber appears to be a proprietary product, making it difficult to evaluate as a defined chemical compound. | GPT-5: Fibersol-2-AG is a branded digestion-resistant maltodextrin (soluble corn fiber/resistant dextrin), i.e., a heterogeneous mixture of glucose polymers with varied α-linkages, not a single defined metabolite. Major biochemical databases (KEGG, ModelSEED, BiGG, MetaCyc) do not include proprietary products and only represent generic polymer classes (e.g., dextrin/starch) and specific maltooligosaccharides; thus it cannot be added as a single exchange metabolite. Literature shows resistant dextrin (Fibersol-2) is fermented by gut bacteria via starch/dextrin-degrading pathways to SCFAs, so a defined proxy such as maltodextrin/dextrin is appropriate. (confidence: high)",maltodextrin (generic dextrin proxy)
Fructooligosaccharides (FOS),False,polymer,use_monomer,"Fructooligosaccharides (FOS) are polymers of fructose and should be represented by their monomer, fructose, in metabolic models.",Fructose
Fructooligosaccharides from chicory,False,polymer,use_monomer,Fructooligosaccharides are polymers of fructose and should be represented by their monomer units in metabolic models.,Fructose
Fumaric acid,True,simple_metabolite,use,Fumaric acid is a defined chemical compound and can be metabolized by bacteria.,
Gelatin,False,polymer,use_monomer,"Gelatin is a polymer derived from collagen, consisting of peptides and proteins, not a single defined compound.","Amino acids (e.g., Glycine, Proline)"
Glucuronamide,False,unclear,use_alternative,"The compound 'Glucuronamide' is not commonly recognized as a typical carbon source for bacteria and lacks clear mapping to standard biochemical databases. | GPT-5: Glucuronamide (the amide of D-glucuronic acid) is sparsely represented in standard GSM databases and typically requires an uncurated amidase step to yield D-glucuronate + NH3, so it cannot be modeled as a single exchange without adding custom reactions. In contrast, D-glucuronate is well curated and broadly supported (KEGG ascorbate/aldarate metabolism, map00053; MetaCyc D-glucuronate degradation I/II), and experimental phenotyping (e.g., Biolog GN plates) reports utilization of glucuronamide via hydrolysis to glucuronate. Therefore, use D-glucuronate as a robust proxy unless a specific glucuronamide amidohydrolase is known for the organism. (confidence: medium)",D-glucuronate (glucuronic acid)
Gly-DL-Asp,True,simple_metabolite,use,"Gly-DL-Asp is a dipeptide composed of glycine and aspartic acid, which can be metabolized by bacteria.",
Gly-Glu,True,simple_metabolite,use,"Gly-Glu is a dipeptide composed of glycine and glutamic acid, which can be represented as a single metabolite in metabolic models.",
Glycerol,True,simple_metabolite,use,Glycerol is a defined chemical compound and a common carbon source for bacteria.,
Glycine,True,simple_metabolite,use,Glycine is a well-defined amino acid that can be metabolized by bacteria and is represented in biochemical databases.,
Glycolic Acid,True,simple_metabolite,use,Glycolic acid is a defined chemical compound that can be metabolized by some bacteria and can be represented in metabolic models.,
Heparin sodium salt from porcine intestinal mucosa,False,polymer,use_monomer,"Heparin is a complex polysaccharide, not a typical carbon source for bacteria.",Glucose
Heptanoic acid,True,simple_metabolite,use,Heptanoic acid is a defined chemical compound that can be represented as a single metabolite and is metabolizable by some bacteria.,
Hexanoic acid,True,simple_metabolite,use,Hexanoic acid is a defined chemical compound that can be metabolized by certain bacteria and can be represented as a single metabolite in metabolic models.,
Hyaluronic acid sodium salt from Streptococcus equi,False,polymer,use_monomer,Hyaluronic acid is a polymer and not typically used as a direct carbon source; consider using its monomers.,Glucuronic acid or N-acetylglucosamine
Hydroxy-L-Proline,True,simple_metabolite,use,Hydroxy-L-Proline is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
ISOThrive-prebiotic lot A,False,proprietary,use_alternative,"ISOThrive-prebiotic lot A is likely a proprietary blend and not a single defined compound. | GPT-5: ISOThrive-prebiotic lot A appears to be a proprietary IMO/MIMO-type oligosaccharide blend, not a single defined compound, and is not cataloged as a metabolite in KEGG, ModelSEED, BiGG, or MetaCyc. Bacterial utilization of isomalto-oligosaccharides proceeds via alpha-glucosidases/dextranases within starch and sucrose metabolism (KEGG map00500; MetaCyc carbohydrate degradation pathways; CAZy GH13/GH31 families), so a defined proxy such as isomaltose can be modeled. Because the product is a mixture of DP2–DP4 alpha-1,6–linked glucans, a single exchange metabolite is not biochemically precise; use isomaltose (or a small set: isomaltose/panose/isomaltotriose) as proxies. (confidence: medium)",isomaltose
ISOThrive-prebiotic lot B,False,proprietary,use_alternative,"ISOThrive-prebiotic lot B is likely a proprietary blend, not a single defined compound. | GPT-5: ISOThrive-prebiotic lot B is a proprietary blend (ISOThrive Prebiotic Nectar) composed of maltosyl–isomaltooligosaccharides/IMO rather than a single defined molecule, and does not appear as a unique compound in KEGG, ModelSEED, BiGG, or MetaCyc. Isomaltooligosaccharides are metabolized by gut bacteria via oligo‑1,6‑glucosidase (EC 3.2.1.10) within starch and sucrose metabolism (KEGG map00500; MetaCyc entries for isomaltose degradation; enzyme coverage in CAZy GH13 and BRENDA EC 3.2.1.10). For genome-scale models requiring a single exchange metabolite, using isomaltose as a conservative proxy is feasible, reflecting the α‑1,6‑linked disaccharide core of IMO/MIMO mixtures. (confidence: medium)",isomaltose
ISOThrive-prebiotic lot C,False,proprietary,use_alternative,"ISOThrive-prebiotic lot C is likely a proprietary blend and not a single defined compound. | GPT-5: ISOThrive-prebiotic lot C is a proprietary mixture (ISOThrive publicly markets MIMO/isomalto-oligosaccharides) and does not exist as a single defined entity in KEGG, ModelSEED, BiGG, or MetaCyc; such variable-DP blends cannot be encoded cleanly as one metabolite/exchange. Gut bacteria metabolize isomalto-oligosaccharides via α-1,6-glucosidases/isomaltase within starch/sucrose pathways to glucose, which is then fermented to SCFAs (see general prebiotic overviews, e.g., Gibson et al., 2017 ISAPP consensus; reviews on isomalto-oligosaccharides fermentation). (confidence: medium)",isomaltose
ISOThrive-prebiotic lot D,False,proprietary,use_alternative,"ISOThrive-prebiotic lot D is likely a proprietary blend and not a single defined compound. | GPT-5: ISOThrive-prebiotic lot D is a proprietary prebiotic syrup and not a single defined metabolite; it does not appear as a compound in KEGG, ModelSEED, BiGG, or MetaCyc, so it cannot be represented as a single exchange metabolite. The product is most consistent with maltosyl-isomaltooligosaccharides (IMO/MIMO: short α-1,6-linked glucans such as isomaltose, panose, isomaltotriose), which bacteria metabolize via α-1,6-oligosaccharide hydrolases/phosphorylases (e.g., EC 3.2.1.10, EC 3.2.1.11, EC 2.4.1.79) feeding glucose/glucose-1-phosphate into glycolysis (KEGG map00500; MetaCyc entries for isomaltose degradation). Empirical fermentation of IMO by Bifidobacterium/Lactobacillus is well documented in the prebiotic literature, supporting the pathway choice, but the proprietary mixture precludes a single-compound exchange. (confidence: medium)",isomaltose
Inosine,True,simple_metabolite,use,Inosine is a defined chemical compound and can be metabolized by some bacteria.,
Inulin from chicory,False,polymer,use_monomer,"Inulin is a polymer of fructose units and should be represented by its monomer, fructose, in metabolic models.",Fructose
Isomaltose,True,simple_metabolite,use,Isomaltose is a defined disaccharide that can be metabolized by bacteria and can be represented in metabolic models.,
Itaconic Acid,True,simple_metabolite,use,Itaconic acid is a defined chemical compound that can be metabolized by certain bacteria and can be represented as a single metabolite in metabolic models.,
L-(-)-sorbose,True,simple_metabolite,use,L-(-)-sorbose is a defined chemical compound and can be metabolized by certain bacteria.,
L-Alanine,True,simple_metabolite,use,L-Alanine is a defined chemical compound and a simple metabolite that can be metabolized by bacteria.,
L-Arabinose,True,simple_metabolite,use,L-Arabinose is a defined monosaccharide that can be metabolized by bacteria and is represented in biochemical databases.,
L-Arginine,True,simple_metabolite,use,L-Arginine is a defined amino acid that can be metabolized by bacteria and represented in metabolic models.,
L-Asparagine,True,simple_metabolite,use,L-Asparagine is a defined amino acid that can be metabolized by bacteria as a carbon source.,
L-Aspartic Acid,True,simple_metabolite,use,L-Aspartic Acid is a defined chemical compound and can be metabolized by bacteria.,
L-Citrulline,True,simple_metabolite,use,"L-Citrulline is a defined compound but not a typical carbon source for bacteria. | GPT-5: L‑Citrulline is a standard metabolite present in KEGG (C00327; map00330 Arginine/Proline metabolism), BiGG (citr-L), and MetaCyc (CITRULLINE), and it participates in the bacterial arginine deiminase (ADI) system. Experimental studies in lactic acid bacteria and enterococci show citrulline uptake and catabolism to ornithine and ATP via ornithine carbamoyltransferase and carbamate kinase (MetaCyc: ARGININE-DEIMINASE-PWY), so it can be modeled with a single exchange reaction (e.g., EX_citr-L[e]) when the organism encodes arcA/arcB/arcC/arcD. While not a universal carbon source, its inclusion in GEMs is biochemically well-supported. (confidence: high)",D-Glucose
L-Cysteine hydrochloride monohydrate,True,simple_metabolite,use,L-Cysteine hydrochloride monohydrate is a defined chemical compound that can be represented as a single metabolite in metabolic models and can be metabolized by bacteria.,
L-Fucose,True,simple_metabolite,use,L-Fucose is a defined monosaccharide that can be metabolized by bacteria and is represented in biochemical databases.,
L-Glutamic acid monopotassium salt monohydrate,True,simple_metabolite,use,L-Glutamic acid monopotassium salt monohydrate is a defined chemical compound that can be represented as a single metabolite in metabolic models and is a typical carbon source for bacteria.,
L-Glutamine,True,simple_metabolite,use,L-Glutamine is a defined chemical compound and a common carbon and nitrogen source for bacteria.,
L-Histidine,True,simple_metabolite,use,L-Histidine is a defined amino acid that can be metabolized by bacteria and represented as a single metabolite in metabolic models.,
L-Isoleucine,True,simple_metabolite,use,L-Isoleucine is a defined chemical compound and can be represented as a single metabolite in metabolic models; it is also a known carbon source for some bacteria.,
L-Leucine,True,simple_metabolite,use,L-Leucine is a defined amino acid that can be metabolized by bacteria and represented in metabolic models.,
L-Lysine,True,simple_metabolite,use,L-Lysine is a defined amino acid that can be metabolized by some bacteria as a carbon source.,
L-Malic acid disodium salt monohydrate,True,simple_metabolite,use,L-Malic acid disodium salt monohydrate is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
L-Methionine,True,simple_metabolite,use,L-Methionine is a defined amino acid that can be represented as a single metabolite in metabolic models and is metabolizable by bacteria.,
L-Ornithine,True,simple_metabolite,use,L-Ornithine is a defined chemical compound and can be represented as a single metabolite in metabolic models. It is a known substrate that some bacteria can metabolize.,
L-Phenylalanine,True,simple_metabolite,use,L-Phenylalanine is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
L-Proline,True,simple_metabolite,use,L-Proline is a defined chemical compound and a known carbon source for some bacteria.,
L-Rhamnose monohydrate,True,simple_metabolite,use,L-Rhamnose monohydrate is a defined chemical compound and a known carbon source for bacteria.,
L-Serine,True,simple_metabolite,use,L-Serine is a defined chemical compound and a known metabolite that can be used as a carbon source in metabolic models.,
L-Sorbose,True,simple_metabolite,use,L-Sorbose is a defined chemical compound and can be metabolized by certain bacteria.,
L-Threonine,True,simple_metabolite,use,L-Threonine is a defined amino acid that can be metabolized by bacteria and represented in metabolic models.,
L-Tryptophan,True,simple_metabolite,use,L-Tryptophan is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
L-Valine,True,simple_metabolite,use,L-Valine is a defined amino acid that can be metabolized by bacteria and represented in metabolic models.,
L-tyrosine disodium salt,True,simple_metabolite,use,L-tyrosine disodium salt is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Lactitol,True,simple_metabolite,use,Lactitol is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Lacto-N-neotetraose,True,simple_metabolite,use,Lacto-N-neotetraose is a defined oligosaccharide that can be represented as a single metabolite in metabolic models and is known to be metabolized by certain bacteria.,
Lacto-N-tetraose,True,simple_metabolite,use,Lacto-N-tetraose is a defined oligosaccharide that can be represented as a single metabolite in metabolic models and is known to be metabolized by certain bacteria.,
Lactulose,True,simple_metabolite,use,Lactulose is a defined disaccharide that can be metabolized by certain bacteria.,
Laminaribiose,False,polymer,use_monomer,"Laminaribiose is a disaccharide, which is a polymer of glucose units.",Glucose
Laminarin from Laminaria digitata,False,polymer,use_monomer,"Laminarin is a polysaccharide and should be represented by its monomer, glucose, in metabolic models.",Glucose
Lauric acid,True,simple_metabolite,use,Lauric acid is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Levan - from Erwinia herbicola,False,polymer,use_monomer,"Levan is a polysaccharide composed of fructose units, not a single metabolite.",Fructose
Levulinic Acid,True,simple_metabolite,use,Levulinic acid is a defined chemical compound that can be metabolized by certain bacteria and can be represented as a single metabolite in metabolic models.,
Malonic acid,True,simple_metabolite,use,Malonic acid is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Maltitol,True,simple_metabolite,use,Maltitol is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Maltodextrin,True,polymer,use_monomer,"Maltodextrin is a polysaccharide that can be broken down into glucose units, which are suitable for metabolic modeling.",Glucose
Maltohexaose,False,polymer,use_monomer,"Maltohexaose is a polysaccharide composed of glucose units and should be represented by its monomer, glucose, in metabolic models.",Glucose
Maltotetraose,True,polymer,use_monomer,"Maltotetraose is a defined oligosaccharide composed of glucose units, suitable for modeling as its monomer glucose.",Glucose
Mannan from Saccharomyces cerevisiae,False,polymer,use_monomer,"Mannan is a polysaccharide and should be represented by its monomer, mannose, in metabolic models.",Mannose
